Controller Name:,New_Controller2095709328,,,,,,,,,,,,,,,
Trend Name:,testtrend,,,,,,,,,,,,,,,
Trend Tags:,5,,,,,,,,,,,,,,,
Sample Period:,10 ms,,,,,,,,,,,,,,,
Description:,,,,,,,,,,,,,,,,
Start Trigger:,No Trigger,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Stop Trigger:,No Trigger,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Start Time:,11/21/2023,16:21:22;659,,,,,,,,,,,,,,
Stop Time:,11/21/2023,16:23:47;139,,,,,,,,,,,,,,
Pre-Samples:,0,,,,,,,,,,,,,,,
Post-Samples:,0,,,,,,,,,,,,,,,
Header:,Date,Time,sinusoidal_wave,time,Measured_rpm_Filtered,Temperature,Diameter,Setpoint,,,,,,,,
Data,11/21/2023,16:23:19;759,85.55101,129790,95.9925,84.511261,0.168384,0.168384,,,,,,,,
Data,11/21/2023,16:23:19;769,87.096725,129801,95.417351,84.511261,0.168384,0.168384,,,,,,,,
Data,11/21/2023,16:23:19;779,89.032715,129810,95.293617,84.489227,0.165769,0.165769,,,,,,,,
Data,11/21/2023,16:23:19;789,90.654617,129822,96.035179,84.489227,0.165769,0.165769,,,,,,,,
Data,11/21/2023,16:23:19;799,92.865906,129830,96.787567,84.489227,0.165769,0.165769,,,,,,,,
Data,11/21/2023,16:23:19;809,94.367798,129841,97.505409,84.489227,0.165769,0.165769,,,,,,,,
Data,11/21/2023,16:23:19;819,96.471992,129850,98.233757,84.489227,0.165769,0.165769,,,,,,,,
Data,11/21/2023,16:23:19;829,98.221634,129861,98.950195,84.489227,0.165769,0.165769,,,,,,,,
Data,11/21/2023,16:23:19;839,100.392883,129871,99.633713,84.489227,0.165769,0.165769,,,,,,,,
Data,11/21/2023,16:23:19;849,102.402962,129880,100.306381,84.489227,0.165769,0.165769,,,,,,,,
Data,11/21/2023,16:23:19;859,104.233658,129890,100.790298,84.489227,0.165769,0.165769,,,,,,,,
Data,11/21/2023,16:23:19;869,106.289871,129900,100.844223,84.489227,0.165769,0.165769,,,,,,,,
Data,11/21/2023,16:23:19;879,108.367432,129911,100.895653,84.48349,0.170428,0.170428,,,,,,,,
Data,11/21/2023,16:23:19;889,110.681778,129922,100.946281,84.48349,0.170428,0.170428,,,,,,,,
Data,11/21/2023,16:23:19;899,113.019211,129930,100.99765,84.48349,0.170428,0.170428,,,,,,,,
Data,11/21/2023,16:23:19;909,114.729996,129941,101.046646,84.48349,0.170428,0.170428,,,,,,,,
Data,11/21/2023,16:23:19;919,117.09861,129950,101.096367,84.48349,0.170428,0.170428,,,,,,,,
Data,11/21/2023,16:23:19;929,119.049873,129960,101.143806,84.48349,0.170428,0.170428,,,,,,,,
Data,11/21/2023,16:23:19;939,121.228157,129972,101.454468,84.48349,0.170428,0.170428,,,,,,,,
Data,11/21/2023,16:23:19;949,123.851212,129980,102.322487,84.48349,0.170428,0.170428,,,,,,,,
Data,11/21/2023,16:23:19;959,125.604286,129990,103.150642,84.48349,0.170428,0.170428,,,,,,,,
Data,11/21/2023,16:23:19;969,127.804207,130000,103.990891,84.48349,0.170428,0.170428,,,,,,,,
Data,11/21/2023,16:23:19;979,129.999893,130010,104.792572,84.460571,0.176613,0.176613,,,,,,,,
Data,11/21/2023,16:23:19;989,132.197708,130022,105.605972,84.460571,0.176613,0.176613,,,,,,,,
Data,11/21/2023,16:23:19;999,134.836731,130031,106.406059,84.460571,0.176613,0.176613,,,,,,,,
Data,11/21/2023,16:23:20;009,136.807968,130041,107.169388,84.460571,0.176613,0.176613,,,,,,,,
Data,11/21/2023,16:23:20;019,138.992004,130050,107.820076,84.460571,0.176613,0.176613,,,,,,,,
Data,11/21/2023,16:23:20;029,140.952026,130060,108.269714,84.460571,0.176613,0.176613,,,,,,,,
Data,11/21/2023,16:23:20;039,143.117386,130070,108.6987,84.460571,0.176613,0.176613,,,,,,,,
Data,11/21/2023,16:23:20;049,145.271881,130080,109.133965,84.460571,0.176613,0.176613,,,,,,,,
Data,11/21/2023,16:23:20;059,147.409225,130090,109.562103,84.460571,0.176613,0.176613,,,,,,,,
Data,11/21/2023,16:23:20;069,149.529419,130101,109.970589,84.460571,0.176613,0.176613,,,,,,,,
Data,11/21/2023,16:23:20;079,151.841522,130110,110.372581,84.453369,0.18686,0.18686,,,,,,,,
Data,11/21/2023,16:23:20;089,153.711945,130123,110.780457,84.453369,0.18686,0.18686,,,,,,,,
Data,11/21/2023,16:23:20;099,156.382706,130130,111.308159,84.453369,0.18686,0.18686,,,,,,,,
Data,11/21/2023,16:23:20;109,157.802841,130141,112.133812,84.453369,0.18686,0.18686,,,,,,,,
Data,11/21/2023,16:23:20;119,160.005096,130151,112.921539,84.453369,0.18686,0.18686,,,,,,,,
Data,11/21/2023,16:23:20;129,161.975983,130160,113.720787,84.453369,0.18686,0.18686,,,,,,,,
Data,11/21/2023,16:23:20;139,163.724548,130172,114.483322,84.453369,0.18686,0.18686,,,,,,,,
Data,11/21/2023,16:23:20;149,166.010101,130180,115.257019,84.453369,0.18686,0.18686,,,,,,,,
Data,11/21/2023,16:23:20;159,167.508026,130191,115.995178,84.453369,0.18686,0.18686,,,,,,,,
Data,11/21/2023,16:23:20;169,169.527008,130200,116.744133,84.453369,0.18686,0.18686,,,,,,,,
Data,11/21/2023,16:23:20;179,171.145325,130211,117.491371,84.451477,0.196613,0.196613,,,,,,,,
Data,11/21/2023,16:23:20;189,173.076752,130222,118.317993,84.451477,0.196613,0.196613,,,,,,,,
Data,11/21/2023,16:23:20;199,174.95842,130231,119.106644,84.451477,0.196613,0.196613,,,,,,,,
Data,11/21/2023,16:23:20;209,176.458084,130240,119.906837,84.451477,0.196613,0.196613,,,,,,,,
Data,11/21/2023,16:23:20;219,177.919022,130250,120.670258,84.451477,0.196613,0.196613,,,,,,,,
Data,11/21/2023,16:23:20;229,179.497513,130260,121.444855,84.451477,0.196613,0.196613,,,,,,,,
Data,11/21/2023,16:23:20;239,181.027191,130273,122.183876,84.451477,0.196613,0.196613,,,,,,,,
Data,11/21/2023,16:23:20;249,182.942169,130280,122.933708,84.451477,0.196613,0.196613,,,,,,,,
Data,11/21/2023,16:23:20;259,183.93689,130290,123.643097,84.451477,0.196613,0.196613,,,,,,,,
Data,11/21/2023,16:23:20;269,185.309906,130301,124.350319,84.451477,0.196613,0.196613,,,,,,,,
Data,11/21/2023,16:23:20;279,186.76004,130311,125.02504,84.434814,0.207909,0.207909,,,,,,,,
Data,11/21/2023,16:23:20;289,188.019516,130322,125.709633,84.434814,0.207909,0.207909,,,,,,,,
Data,11/21/2023,16:23:20;299,189.338684,130331,126.362793,84.434814,0.207909,0.207909,,,,,,,,
Data,11/21/2023,16:23:20;309,190.363144,130340,127.02549,84.434814,0.207909,0.207909,,,,,,,,
Data,11/21/2023,16:23:20;319,191.341553,130350,127.657753,84.434814,0.207909,0.207909,,,,,,,,
Data,11/21/2023,16:23:20;329,192.371094,130360,128.299133,84.434814,0.207909,0.207909,,,,,,,,
Data,11/21/2023,16:23:20;339,193.338089,130372,128.934601,84.434814,0.207909,0.207909,,,,,,,,
Data,11/21/2023,16:23:20;349,194.416138,130380,129.628891,84.434814,0.207909,0.207909,,,,,,,,
Data,11/21/2023,16:23:20;359,195.085419,130391,130.29129,84.434814,0.207909,0.207909,,,,,,,,
Data,11/21/2023,16:23:20;369,195.936508,130400,130.963348,84.434814,0.207909,0.207909,,,,,,,,
Data,11/21/2023,16:23:20;379,196.573608,130410,131.62442,84.423065,0.215082,0.215082,,,,,,,,
Data,11/21/2023,16:23:20;389,197.221176,130422,132.255157,84.423065,0.215082,0.215082,,,,,,,,
Data,11/21/2023,16:23:20;399,197.908707,130430,132.87587,84.423065,0.215082,0.215082,,,,,,,,
Data,11/21/2023,16:23:20;409,198.313782,130440,133.505646,84.423065,0.215082,0.215082,,,,,,,,
Data,11/21/2023,16:23:20;419,198.760391,130450,134.114975,84.423065,0.215082,0.215082,,,,,,,,
Data,11/21/2023,16:23:20;429,199.138275,130461,134.678055,84.423065,0.215082,0.215082,,,,,,,,
Data,11/21/2023,16:23:20;439,199.47522,130471,135.232208,84.423065,0.215082,0.215082,,,,,,,,
Data,11/21/2023,16:23:20;449,199.709595,130480,135.794464,84.423065,0.215082,0.215082,,,,,,,,
Data,11/21/2023,16:23:20;459,199.861877,130490,136.330887,84.423065,0.215082,0.215082,,,,,,,,
Data,11/21/2023,16:23:20;469,199.965485,130500,136.875153,84.423065,0.215082,0.215082,,,,,,,,
Data,11/21/2023,16:23:20;479,200,130510,137.394424,84.416077,0.220256,0.220256,,,,,,,,
Data,11/21/2023,16:23:20;489,199.965485,130521,137.92131,84.416077,0.220256,0.220256,,,,,,,,
Data,11/21/2023,16:23:20;499,199.847687,130530,138.424301,84.416077,0.220256,0.220256,,,,,,,,
Data,11/21/2023,16:23:20;509,199.689377,130540,138.935272,84.416077,0.220256,0.220256,,,,,,,,
Data,11/21/2023,16:23:20;519,199.448212,130550,139.422821,84.416077,0.220256,0.220256,,,,,,,,
Data,11/21/2023,16:23:20;529,199.137878,130560,139.917465,84.416077,0.220256,0.220256,,,,,,,,
Data,11/21/2023,16:23:20;539,198.759918,130572,140.38942,84.416077,0.220256,0.220256,,,,,,,,
Data,11/21/2023,16:23:20;549,198.216339,130580,140.868271,84.416077,0.220256,0.220256,,,,,,,,
Data,11/21/2023,16:23:20;559,197.800507,130590,141.325134,84.416077,0.220256,0.220256,,,,,,,,
Data,11/21/2023,16:23:20;569,197.220459,130600,141.788681,84.416077,0.220256,0.220256,,,,,,,,
Data,11/21/2023,16:23:20;579,196.573486,130610,142.246902,84.397675,0.223095,0.223095,,,,,,,,
Data,11/21/2023,16:23:20;589,195.86145,130621,142.745285,84.397675,0.223095,0.223095,,,,,,,,
Data,11/21/2023,16:23:20;599,195.00235,130630,143.23555,84.397675,0.223095,0.223095,,,,,,,,
Data,11/21/2023,16:23:20;609,194.242462,130640,143.703278,84.397675,0.223095,0.223095,,,,,,,,
Data,11/21/2023,16:23:20;619,193.337921,130651,144.163589,84.397675,0.223095,0.223095,,,,,,,,
Data,11/21/2023,16:23:20;629,192.26973,130660,144.63063,84.397675,0.223095,0.223095,,,,,,,,
Data,11/21/2023,16:23:20;639,191.340332,130672,145.076233,84.397675,0.223095,0.223095,,,,,,,,
Data,11/21/2023,16:23:20;649,190.0271,130680,145.528336,84.397675,0.223095,0.223095,,,,,,,,
Data,11/21/2023,16:23:20;659,189.103836,130691,145.95488,84.397675,0.223095,0.223095,,,,,,,,
Data,11/21/2023,16:23:20;669,187.771927,130700,146.377625,84.397675,0.223095,0.223095,,,,,,,,
Data,11/21/2023,16:23:20;679,186.630737,130710,146.780945,84.401245,0.223034,0.223034,,,,,,,,
Data,11/21/2023,16:23:20;689,185.309647,130721,147.190155,84.401245,0.223034,0.223034,,,,,,,,
Data,11/21/2023,16:23:20;699,183.796112,130730,147.592682,84.401245,0.223034,0.223034,,,,,,,,
Data,11/21/2023,16:23:20;709,182.507721,130741,147.976715,84.401245,0.223034,0.223034,,,,,,,,
Data,11/21/2023,16:23:20;719,180.877502,130750,148.354645,84.401245,0.223034,0.223034,,,,,,,,
Data,11/21/2023,16:23:20;729,179.497223,130760,148.738098,84.401245,0.223034,0.223034,,,,,,,,
Data,11/21/2023,16:23:20;739,177.918716,130771,149.079651,84.401245,0.223034,0.223034,,,,,,,,
Data,11/21/2023,16:23:20;749,176.126083,130780,149.37532,84.401245,0.223034,0.223034,,,,,,,,
Data,11/21/2023,16:23:20;759,174.619904,130790,149.65741,84.401245,0.223034,0.223034,,,,,,,,
Data,11/21/2023,16:23:20;769,172.904465,130800,149.943634,84.401245,0.223034,0.223034,,,,,,,,
Data,11/21/2023,16:23:20;779,171.143265,130810,150.225159,84.402161,0.219311,0.219311,,,,,,,,
Data,11/21/2023,16:23:20;789,169.344879,130822,150.493744,84.402161,0.219311,0.219311,,,,,,,,
Data,11/21/2023,16:23:20;799,167.133575,130830,150.766266,84.402161,0.219311,0.219311,,,,,,,,
Data,11/21/2023,16:23:20;809,165.631653,130840,151.018219,84.402161,0.219311,0.219311,,,,,,,,
Data,11/21/2023,16:23:20;819,163.722321,130850,151.30806,84.402161,0.219311,0.219311,,,,,,,,
Data,11/21/2023,16:23:20;829,161.777817,130860,151.637939,84.402161,0.219311,0.219311,,,,,,,,
Data,11/21/2023,16:23:20;839,159.803848,130872,151.972626,84.402161,0.219311,0.219311,,,,,,,,
Data,11/21/2023,16:23:20;849,157.396088,130880,152.301895,84.402161,0.219311,0.219311,,,,,,,,
Data,11/21/2023,16:23:20;859,155.767746,130890,152.616013,84.402161,0.219311,0.219311,,,,,,,,
Data,11/21/2023,16:23:20;869,153.711548,130900,152.934723,84.402161,0.219311,0.219311,,,,,,,,
Data,11/21/2023,16:23:20;879,151.631973,130911,153.2388,84.388367,0.218135,0.218135,,,,,,,,
Data,11/21/2023,16:23:20;889,149.317627,130921,153.53804,84.388367,0.218135,0.218135,,,,,,,,
Data,11/21/2023,16:23:20;899,147.193558,130930,153.683746,84.388367,0.218135,0.218135,,,,,,,,
Data,11/21/2023,16:23:20;909,145.271484,130940,153.497238,84.388367,0.218135,0.218135,,,,,,,,
Data,11/21/2023,16:23:20;919,143.114883,130950,153.307983,84.388367,0.218135,0.218135,,,,,,,,
Data,11/21/2023,16:23:20;929,140.949509,130961,153.127441,84.388367,0.218135,0.218135,,,,,,,,
Data,11/21/2023,16:23:20;939,138.555008,130971,152.944244,84.388367,0.218135,0.218135,,,,,,,,
Data,11/21/2023,16:23:20;949,136.369446,130980,152.76947,84.388367,0.218135,0.218135,,,,,,,,
Data,11/21/2023,16:23:20;959,134.395081,130990,152.592133,84.388367,0.218135,0.218135,,,,,,,,
Data,11/21/2023,16:23:20;969,132.197296,131000,152.422958,84.388367,0.218135,0.218135,,,,,,,,
Data,11/21/2023,16:23:20;979,129.999481,131010,152.188477,84.384003,0.212477,0.212477,,,,,,,,
Data,11/21/2023,16:23:20;989,127.801666,131022,151.835281,84.384003,0.212477,0.212477,,,,,,,,
Data,11/21/2023,16:23:20;999,125.164772,131030,151.476929,84.384003,0.212477,0.212477,,,,,,,,
Data,11/21/2023,16:23:21;009,123.412567,131040,151.135025,84.384003,0.212477,0.212477,,,,,,,,
Data,11/21/2023,16:23:21;019,121.227745,131050,150.788132,84.384003,0.212477,0.212477,,,,,,,,
Data,11/21/2023,16:23:21;029,119.047356,131060,150.446899,84.384003,0.212477,0.212477,,,,,,,,
Data,11/21/2023,16:23:21;039,116.882004,131071,150.121292,84.384003,0.212477,0.212477,,,,,,,,
Data,11/21/2023,16:23:21;049,114.514938,131080,149.79097,84.384003,0.212477,0.212477,,,,,,,,
Data,11/21/2023,16:23:21;059,112.590164,131090,149.38121,84.384003,0.212477,0.212477,,,,,,,,
Data,11/21/2023,16:23:21;069,110.469986,131100,148.785736,84.384003,0.212477,0.212477,,,,,,,,
Data,11/21/2023,16:23:21;079,108.367035,131110,148.181595,84.378479,0.207173,0.207173,,,,,,,,
Data,11/21/2023,16:23:21;089,106.287476,131121,147.605179,84.378479,0.207173,0.207173,,,,,,,,
Data,11/21/2023,16:23:21;099,104.024849,131130,147.037903,84.378479,0.207173,0.207173,,,,,,,,
Data,11/21/2023,16:23:21;109,102.198547,131140,146.462357,84.378479,0.207173,0.207173,,,,,,,,
Data,11/21/2023,16:23:21;119,100.195206,131151,145.913223,84.378479,0.207173,0.207173,,,,,,,,
Data,11/21/2023,16:23:21;129,98.023468,131161,145.356064,84.378479,0.207173,0.207173,,,,,,,,
Data,11/21/2023,16:23:21;139,96.084129,131172,144.71965,84.378479,0.207173,0.207173,,,,,,,,
Data,11/21/2023,16:23:21;149,93.989372,131180,143.85434,84.378479,0.207173,0.207173,,,,,,,,
Data,11/21/2023,16:23:21;159,92.493256,131190,143.028763,84.378479,0.207173,0.207173,,,,,,,,
Data,11/21/2023,16:23:21;169,90.652512,131200,142.191086,84.378479,0.207173,0.207173,,,,,,,,
Data,11/21/2023,16:23:21;179,88.854164,131210,141.391922,84.367401,0.203864,0.203864,,,,,,,,
Data,11/21/2023,16:23:21;189,87.094711,131221,140.58107,84.367401,0.203864,0.203864,,,,,,,,
Data,11/21/2023,16:23:21;199,85.211617,131230,139.783478,84.367401,0.203864,0.203864,,,,,,,,
Data,11/21/2023,16:23:21;209,83.70787,131240,139.022537,84.367401,0.203864,0.203864,,,,,,,,
Data,11/21/2023,16:23:21;219,82.080528,131250,138.128052,84.367401,0.203864,0.203864,,,,,,,,
Data,11/21/2023,16:23:21;229,80.502052,131260,136.915527,84.367401,0.203864,0.203864,,,,,,,,
Data,11/21/2023,16:23:21;239,78.972382,131273,135.758713,84.367401,0.203864,0.203864,,,,,,,,
Data,11/21/2023,16:23:21;249,77.058823,131280,134.584976,84.367401,0.203864,0.203864,,,,,,,,
Data,11/21/2023,16:23:21;259,76.064072,131291,133.465134,84.367401,0.203864,0.203864,,,,,,,,
Data,11/21/2023,16:23:21;269,74.553825,131300,132.328918,84.367401,0.203864,0.203864,,,,,,,,
Data,11/21/2023,16:23:21;279,73.367386,131311,131.244904,84.374237,0.199815,0.199815,,,,,,,,
Data,11/21/2023,16:23:21;289,71.980148,131321,130.14502,84.374237,0.199815,0.199815,,,,,,,,
Data,11/21/2023,16:23:21;299,70.779144,131331,129.186447,84.374237,0.199815,0.199815,,,,,,,,
Data,11/21/2023,16:23:21;309,69.636551,131340,128.403992,84.374237,0.199815,0.199815,,,,,,,,
Data,11/21/2023,16:23:21;319,68.658142,131350,127.657463,84.374237,0.199815,0.199815,,,,,,,,
Data,11/21/2023,16:23:21;329,67.628632,131360,126.900063,84.374237,0.199815,0.199815,,,,,,,,
Data,11/21/2023,16:23:21;339,66.661644,131373,126.177422,84.374237,0.199815,0.199815,,,,,,,,
Data,11/21/2023,16:23:21;349,65.497826,131380,125.444214,84.374237,0.199815,0.199815,,,,,,,,
Data,11/21/2023,16:23:21;359,64.915146,131390,124.744675,84.374237,0.199815,0.199815,,,,,,,,
Data,11/21/2023,16:23:21;369,64.138206,131400,124.034912,84.374237,0.199815,0.199815,,,,,,,,
Data,11/21/2023,16:23:21;379,63.426201,131410,123.226692,84.375671,0.196415,0.196415,,,,,,,,
Data,11/21/2023,16:23:21;389,62.779251,131421,122.132164,84.375671,0.196415,0.196415,,,,,,,,
Data,11/21/2023,16:23:21;399,62.144325,131430,121.087914,84.375671,0.196415,0.196415,,,,,,,,
Data,11/21/2023,16:23:21;409,61.686081,131440,120.028374,84.375671,0.196415,0.196415,,,,,,,,
Data,11/21/2023,16:23:21;419,61.239487,131450,118.986176,84.375671,0.196415,0.196415,,,,,,,,
Data,11/21/2023,16:23:21;429,60.861961,131460,117.991867,84.375671,0.196415,0.196415,,,,,,,,
Data,11/21/2023,16:23:21;439,60.551666,131472,117.013351,84.375671,0.196415,0.196415,,,,,,,,
Data,11/21/2023,16:23:21;449,60.270493,131480,116.020508,84.375671,0.196415,0.196415,,,,,,,,
Data,11/21/2023,16:23:21;459,60.138092,131490,115.104362,84.375671,0.196415,0.196415,,,,,,,,
Data,11/21/2023,16:23:21;469,60.034485,131500,114.239914,84.375671,0.196415,0.196415,,,,,,,,
Data,11/21/2023,16:23:21;479,60,131510,113.415176,84.368896,0.195186,0.195186,,,,,,,,
Data,11/21/2023,16:23:21;489,60.034538,131521,112.578377,84.368896,0.195186,0.195186,,,,,,,,
Data,11/21/2023,16:23:21;499,60.152222,131530,111.780006,84.368896,0.195186,0.195186,,,,,,,,
Data,11/21/2023,16:23:21;509,60.310677,131540,110.969955,84.368896,0.195186,0.195186,,,,,,,,
Data,11/21/2023,16:23:21;519,60.551872,131550,110.197113,84.368896,0.195186,0.195186,,,,,,,,
Data,11/21/2023,16:23:21;529,60.861885,131560,109.412979,84.368896,0.195186,0.195186,,,,,,,,
Data,11/21/2023,16:23:21;539,61.239799,131571,108.640556,84.368896,0.195186,0.195186,,,,,,,,
Data,11/21/2023,16:23:21;549,61.734322,131580,107.805962,84.368896,0.195186,0.195186,,,,,,,,
Data,11/21/2023,16:23:21;559,62.199654,131590,107.009705,84.368896,0.195186,0.195186,,,,,,,,
Data,11/21/2023,16:23:21;569,62.779709,131600,106.201805,84.368896,0.195186,0.195186,,,,,,,,
Data,11/21/2023,16:23:21;579,63.426712,131611,105.431007,84.366364,0.194135,0.194135,,,,,,,,
Data,11/21/2023,16:23:21;589,64.212898,131621,104.648941,84.366364,0.194135,0.194135,,,,,,,,
Data,11/21/2023,16:23:21;599,64.997078,131630,103.902794,84.366364,0.194135,0.194135,,,,,,,,
Data,11/21/2023,16:23:21;609,65.757774,131640,103.145767,84.366364,0.194135,0.194135,,,,,,,,
Data,11/21/2023,16:23:21;619,66.662354,131650,102.571007,84.366364,0.194135,0.194135,,,,,,,,
Data,11/21/2023,16:23:21;629,67.629379,131661,102.305046,84.366364,0.194135,0.194135,,,,,,,,
Data,11/21/2023,16:23:21;639,68.764206,131671,102.03521,84.366364,0.194135,0.194135,,,,,,,,
Data,11/21/2023,16:23:21;649,69.861404,131680,101.777763,84.366364,0.194135,0.194135,,,,,,,,
Data,11/21/2023,16:23:21;659,70.8965,131690,101.516556,84.366364,0.194135,0.194135,,,,,,,,
Data,11/21/2023,16:23:21;669,72.105659,131701,101.267342,84.366364,0.194135,0.194135,,,,,,,,
Data,11/21/2023,16:23:21;679,73.499237,131710,101.014503,84.368774,0.190615,0.190615,,,,,,,,
Data,11/21/2023,16:23:21;689,74.690735,131721,100.765808,84.368774,0.190615,0.190615,,,,,,,,
Data,11/21/2023,16:23:21;699,76.204285,131730,100.383041,84.368774,0.190615,0.190615,,,,,,,,
Data,11/21/2023,16:23:21;709,77.492699,131740,99.710907,84.368774,0.190615,0.190615,,,,,,,,
Data,11/21/2023,16:23:21;719,78.973511,131750,99.028946,84.368774,0.190615,0.190615,,,,,,,,
Data,11/21/2023,16:23:21;729,80.50322,131760,98.358147,84.368774,0.190615,0.190615,,,,,,,,
Data,11/21/2023,16:23:21;739,82.081741,131772,97.718163,84.368774,0.190615,0.190615,,,,,,,,
Data,11/21/2023,16:23:21;749,84.040123,131780,97.088326,84.368774,0.190615,0.190615,,,,,,,,
Data,11/21/2023,16:23:21;759,85.380569,131790,96.44928,84.368774,0.190615,0.190615,,,,,,,,
Data,11/21/2023,16:23:21;769,87.096024,131800,95.8396,84.368774,0.190615,0.190615,,,,,,,,
Data,11/21/2023,16:23:21;779,88.855507,131810,95.604111,84.367157,0.185993,0.185993,,,,,,,,
Data,11/21/2023,16:23:21;789,90.653885,131821,96.169228,84.367157,0.185993,0.185993,,,,,,,,
Data,11/21/2023,16:23:21;799,92.678818,131830,96.742607,84.367157,0.185993,0.185993,,,,,,,,
Data,11/21/2023,16:23:21;809,94.368874,131840,97.28965,84.367157,0.185993,0.185993,,,,,,,,
Data,11/21/2023,16:23:21;819,96.27636,131850,97.844688,84.367157,0.185993,0.185993,,,,,,,,
Data,11/21/2023,16:23:21;829,98.22274,131860,98.374237,84.367157,0.185993,0.185993,,,,,,,,
Data,11/21/2023,16:23:21;839,100.196716,131871,98.91153,84.367157,0.185993,0.185993,,,,,,,,
Data,11/21/2023,16:23:21;849,102.402145,131880,99.424156,84.367157,0.185993,0.185993,,,,,,,,
Data,11/21/2023,16:23:21;859,104.232834,131890,99.779633,84.367157,0.185993,0.185993,,,,,,,,
Data,11/21/2023,16:23:21;869,106.289032,131900,99.779388,84.367157,0.185993,0.185993,,,,,,,,
Data,11/21/2023,16:23:21;879,108.368622,131910,99.779137,84.373444,0.184411,0.184411,,,,,,,,
Data,11/21/2023,16:23:21;889,110.471581,131922,99.778893,84.373444,0.184411,0.184411,,,,,,,,
Data,11/21/2023,16:23:21;899,113.018356,131930,99.778641,84.373444,0.184411,0.184411,,,,,,,,
Data,11/21/2023,16:23:21;909,114.729126,131940,99.778389,84.373444,0.184411,0.184411,,,,,,,,
Data,11/21/2023,16:23:21;919,116.883636,131951,99.778145,84.373444,0.184411,0.184411,,,,,,,,
Data,11/21/2023,16:23:21;929,119.268486,131960,99.777893,84.373444,0.184411,0.184411,,,,,,,,
Data,11/21/2023,16:23:21;939,121.229393,131972,100.077995,84.373444,0.184411,0.184411,,,,,,,,
Data,11/21/2023,16:23:21;949,123.850327,131980,100.983452,84.373444,0.184411,0.184411,,,,,,,,
Data,11/21/2023,16:23:21;959,125.605537,131990,101.902153,84.373444,0.184411,0.184411,,,,,,,,
Data,11/21/2023,16:23:21;969,127.803322,132000,102.778648,84.373444,0.184411,0.184411,,,,,,,,
Data,11/21/2023,16:23:21;979,130.001144,132010,103.667969,84.380646,0.183412,0.183412,,,,,,,,
Data,11/21/2023,16:23:21;989,132.198959,132021,104.516434,84.380646,0.183412,0.183412,,,,,,,,
Data,11/21/2023,16:23:21;999,134.614182,132030,105.377319,84.380646,0.183412,0.183412,,,,,,,,
Data,11/21/2023,16:23:22;009,136.588058,132040,106.198662,84.380646,0.183412,0.183412,,,,,,,,
Data,11/21/2023,16:23:22;019,138.772873,132050,106.971519,84.380646,0.183412,0.183412,,,,,,,,
Data,11/21/2023,16:23:22;029,140.951141,132060,107.584152,84.380646,0.183412,0.183412,,,,,,,,
Data,11/21/2023,16:23:22;039,143.116501,132073,108.20575,84.380646,0.183412,0.183412,,,,,,,,
Data,11/21/2023,16:23:22;049,145.91452,132080,108.817177,84.380646,0.183412,0.183412,,,,,,,,
Data,11/21/2023,16:23:22;059,147.410431,132090,109.400528,84.380646,0.183412,0.183412,,,,,,,,
Data,11/21/2023,16:23:22;069,149.528564,132101,109.992401,84.380646,0.183412,0.183412,,,,,,,,
Data,11/21/2023,16:23:22;079,151.840683,132110,110.557091,84.372406,0.180448,0.180448,,,,,,,,
Data,11/21/2023,16:23:22;089,153.71312,132121,111.130043,84.372406,0.180448,0.180448,,,,,,,,
Data,11/21/2023,16:23:22;099,155.97374,132130,111.762581,84.372406,0.180448,0.180448,,,,,,,,
Data,11/21/2023,16:23:22;109,157.802017,132140,112.584297,84.372406,0.180448,0.180448,,,,,,,,
Data,11/21/2023,16:23:22;119,159.805359,132152,113.368263,84.372406,0.180448,0.180448,,,,,,,,
Data,11/21/2023,16:23:22;129,162.170761,132161,114.163704,84.372406,0.180448,0.180448,,,,,,,,
Data,11/21/2023,16:23:22;139,163.914551,132170,114.946129,84.372406,0.180448,0.180448,,,,,,,,
Data,11/21/2023,16:23:22;149,165.633087,132180,115.692604,84.372406,0.180448,0.180448,,,,,,,,
Data,11/21/2023,16:23:22;159,167.507278,132190,116.427223,84.372406,0.180448,0.180448,,,,,,,,
Data,11/21/2023,16:23:22;169,169.346252,132200,117.172592,84.372406,0.180448,0.180448,,,,,,,,
Data,11/21/2023,16:23:22;179,171.144608,132210,117.913788,84.36792,0.180343,0.180343,,,,,,,,
Data,11/21/2023,16:23:22;189,172.905777,132223,118.728752,84.36792,0.180343,0.180343,,,,,,,,
Data,11/21/2023,16:23:22;199,175.127808,132230,119.506271,84.36792,0.180343,0.180343,,,,,,,,
Data,11/21/2023,16:23:22;209,176.291,132240,120.295181,84.36792,0.180343,0.180343,,,,,,,,
Data,11/21/2023,16:23:22;219,177.919922,132250,121.047844,84.36792,0.180343,0.180343,,,,,,,,
Data,11/21/2023,16:23:22;229,179.498383,132260,121.811523,84.36792,0.180343,0.180343,,,,,,,,
Data,11/21/2023,16:23:22;239,181.028046,132272,122.540108,84.36792,0.180343,0.180343,,,,,,,,
Data,11/21/2023,16:23:22;249,182.798782,132280,123.257133,84.36792,0.180343,0.180343,,,,,,,,
Data,11/21/2023,16:23:22;259,183.93634,132290,123.985519,84.36792,0.180343,0.180343,,,,,,,,
