Controller Name:,New_Controller2095709328,,,,,,,,,,,,,
Trend Name:,testtrend,,,,,,,,,,,,,
Trend Tags:,5,,,,,,,,,,,,,
Sample Period:,10 ms,,,,,,,,,,,,,
Description:,,,,,,,,,,,,,,
Start Trigger:,No Trigger,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Stop Trigger:,No Trigger,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Start Time:,11/21/2023,16:01:29;739,,,,,,,,,,,,
Stop Time:,11/21/2023,16:07:33;819,,,,,,,,,,,,
Pre-Samples:,0,,,,,,,,,,,,,
Post-Samples:,0,,,,,,,,,,,,,
Header:,Date,Time,sinusoidal_wave,time,Measured_rpm_Filtered,Temperature,Diameter,Setpoint,,,,,,
Data,11/21/2023,16:05:41;369,120,0,120.078323,84.807556,0.166888,0.166888,,,,,,
Data,11/21/2023,16:05:41;379,120,0,120.15271,84.807556,0.166888,0.166888,,,,,,
Data,11/21/2023,16:05:41;389,120,0,120.228188,84.807556,0.166888,0.166888,,,,,,
Data,11/21/2023,16:05:41;399,120,0,120.119415,84.817352,0.166076,0.166076,,,,,,
Data,11/21/2023,16:05:41;409,120,0,119.942169,84.817352,0.166076,0.166076,,,,,,
Data,11/21/2023,16:05:41;419,120,0,119.773064,84.817352,0.166076,0.166076,,,,,,
Data,11/21/2023,16:05:41;429,120,0,119.606651,84.817352,0.166076,0.166076,,,,,,
Data,11/21/2023,16:05:41;439,120,0,119.437798,84.817352,0.166076,0.166076,,,,,,
Data,11/21/2023,16:05:41;449,120,0,119.276703,84.817352,0.166076,0.166076,,,,,,
Data,11/21/2023,16:05:41;459,120,0,119.118164,84.817352,0.166076,0.166076,,,,,,
Data,11/21/2023,16:05:41;469,120,0,118.957314,84.817352,0.166076,0.166076,,,,,,
Data,11/21/2023,16:05:41;479,120,0,118.938271,84.817352,0.166076,0.166076,,,,,,
Data,11/21/2023,16:05:41;489,120,0,118.968681,84.817352,0.166076,0.166076,,,,,,
Data,11/21/2023,16:05:41;499,120,0,119.000397,84.829132,0.167422,0.167422,,,,,,
Data,11/21/2023,16:05:41;509,120,0,119.027138,84.829132,0.167422,0.167422,,,,,,
Data,11/21/2023,16:05:41;519,120,0,119.055222,84.829132,0.167422,0.167422,,,,,,
Data,11/21/2023,16:05:41;529,120,0,119.083725,84.829132,0.167422,0.167422,,,,,,
Data,11/21/2023,16:05:41;539,120,0,119.110916,84.829132,0.167422,0.167422,,,,,,
Data,11/21/2023,16:05:41;549,120,0,119.138496,84.829132,0.167422,0.167422,,,,,,
Data,11/21/2023,16:05:41;559,120,0,119.100449,84.829132,0.167422,0.167422,,,,,,
Data,11/21/2023,16:05:41;569,120,0,119.038033,84.829132,0.167422,0.167422,,,,,,
Data,11/21/2023,16:05:41;579,120,0,118.978493,84.829132,0.167422,0.167422,,,,,,
Data,11/21/2023,16:05:41;589,120,0,118.919891,84.829132,0.167422,0.167422,,,,,,
Data,11/21/2023,16:05:41;599,120,0,118.860443,84.823975,0.166046,0.166046,,,,,,
Data,11/21/2023,16:05:41;609,120,0,118.803711,84.823975,0.166046,0.166046,,,,,,
Data,11/21/2023,16:05:41;619,120,0,118.746162,84.823975,0.166046,0.166046,,,,,,
Data,11/21/2023,16:05:41;629,120,0,118.691246,84.823975,0.166046,0.166046,,,,,,
Data,11/21/2023,16:05:41;639,120,0,118.743935,84.823975,0.166046,0.166046,,,,,,
Data,11/21/2023,16:05:41;649,120,0,118.836357,84.823975,0.166046,0.166046,,,,,,
Data,11/21/2023,16:05:41;659,120,0,118.927307,84.823975,0.166046,0.166046,,,,,,
Data,11/21/2023,16:05:41;669,120,0,119.019592,84.823975,0.166046,0.166046,,,,,,
Data,11/21/2023,16:05:41;679,120,0,119.107635,84.823975,0.166046,0.166046,,,,,,
Data,11/21/2023,16:05:41;689,120,0,119.196968,84.823975,0.166046,0.166046,,,,,,
Data,11/21/2023,16:05:41;699,120,0,119.282196,84.832123,0.166522,0.166522,,,,,,
Data,11/21/2023,16:05:41;709,120,0,119.368668,84.832123,0.166522,0.166522,,,,,,
Data,11/21/2023,16:05:41;719,120,0,119.432808,84.832123,0.166522,0.166522,,,,,,
Data,11/21/2023,16:05:41;729,120,0,119.491089,84.832123,0.166522,0.166522,,,,,,
Data,11/21/2023,16:05:41;739,120,0,119.546692,84.832123,0.166522,0.166522,,,,,,
Data,11/21/2023,16:05:41;749,120,0,119.603119,84.832123,0.166522,0.166522,,,,,,
Data,11/21/2023,16:05:41;759,120,0,119.656952,84.832123,0.166522,0.166522,,,,,,
Data,11/21/2023,16:05:41;769,120,0,119.711563,84.832123,0.166522,0.166522,,,,,,
Data,11/21/2023,16:05:41;779,120,0,119.765289,84.832123,0.166522,0.166522,,,,,,
Data,11/21/2023,16:05:41;789,120,0,119.81813,84.832123,0.166522,0.166522,,,,,,
Data,11/21/2023,16:05:41;799,120,0,119.746414,84.843262,0.170136,0.170136,,,,,,
Data,11/21/2023,16:05:41;809,120,0,119.628479,84.843262,0.170136,0.170136,,,,,,
Data,11/21/2023,16:05:41;819,120,0,119.515961,84.843262,0.170136,0.170136,,,,,,
Data,11/21/2023,16:05:41;829,120,0,119.401794,84.843262,0.170136,0.170136,,,,,,
Data,11/21/2023,16:05:41;839,120,0,119.292877,84.843262,0.170136,0.170136,,,,,,
Data,11/21/2023,16:05:41;849,120,0,119.182365,84.843262,0.170136,0.170136,,,,,,
Data,11/21/2023,16:05:41;859,120,0,119.07692,84.843262,0.170136,0.170136,,,,,,
Data,11/21/2023,16:05:41;869,120,0,118.96994,84.843262,0.170136,0.170136,,,,,,
Data,11/21/2023,16:05:41;879,120,0,119.096443,84.843262,0.170136,0.170136,,,,,,
Data,11/21/2023,16:05:41;889,120,0,119.309341,84.843262,0.170136,0.170136,,,,,,
Data,11/21/2023,16:05:41;899,120,0,119.512466,84.837494,0.172158,0.172158,,,,,,
Data,11/21/2023,16:05:41;909,120,0,119.718552,84.837494,0.172158,0.172158,,,,,,
Data,11/21/2023,16:05:41;919,120,0,119.915184,84.837494,0.172158,0.172158,,,,,,
Data,11/21/2023,16:05:41;929,120,0,120.114685,84.837494,0.172158,0.172158,,,,,,
Data,11/21/2023,16:05:41;939,120,0,120.305023,84.837494,0.172158,0.172158,,,,,,
Data,11/21/2023,16:05:41;949,120,0,120.503944,84.837494,0.172158,0.172158,,,,,,
Data,11/21/2023,16:05:41;959,120,0,120.359695,84.837494,0.172158,0.172158,,,,,,
Data,11/21/2023,16:05:41;969,120,0,120.099846,84.837494,0.172158,0.172158,,,,,,
Data,11/21/2023,16:05:41;979,120,0,119.851921,84.837494,0.172158,0.172158,,,,,,
Data,11/21/2023,16:05:41;989,120,0,119.600342,84.837494,0.172158,0.172158,,,,,,
Data,11/21/2023,16:05:41;999,120,0,119.352913,84.838226,0.171505,0.171505,,,,,,
Data,11/21/2023,16:05:42;009,120,0,119.116859,84.838226,0.171505,0.171505,,,,,,
Data,11/21/2023,16:05:42;019,120,0,118.884537,84.838226,0.171505,0.171505,,,,,,
Data,11/21/2023,16:05:42;029,120,0,118.648827,84.838226,0.171505,0.171505,,,,,,
Data,11/21/2023,16:05:42;039,120,0,118.752708,84.838226,0.171505,0.171505,,,,,,
Data,11/21/2023,16:05:42;049,120,0,118.986542,84.838226,0.171505,0.171505,,,,,,
Data,11/21/2023,16:05:42;059,120,0,119.196304,84.838226,0.171505,0.171505,,,,,,
Data,11/21/2023,16:05:42;069,120,0,119.416061,84.838226,0.171505,0.171505,,,,,,
Data,11/21/2023,16:05:42;079,120,0,119.625725,84.838226,0.171505,0.171505,,,,,,
Data,11/21/2023,16:05:42;089,120,0,119.838455,84.838226,0.171505,0.171505,,,,,,
Data,11/21/2023,16:05:42;099,120,0,120.04142,84.845154,0.173775,0.173775,,,,,,
Data,11/21/2023,16:05:42;109,120,0,120.247337,84.845154,0.173775,0.173775,,,,,,
Data,11/21/2023,16:05:42;119,120,0,120.04142,84.845154,0.173775,0.173775,,,,,,
Data,11/21/2023,16:05:42;129,120,0,119.683617,84.845154,0.173775,0.173775,,,,,,
Data,11/21/2023,16:05:42;139,120,0,119.342262,84.845154,0.173775,0.173775,,,,,,
Data,11/21/2023,16:05:42;149,120,0,118.964706,84.845154,0.173775,0.173775,,,,,,
Data,11/21/2023,16:05:42;159,120,0,118.665466,84.845154,0.173775,0.173775,,,,,,
Data,11/21/2023,16:05:42;169,120,0,118.330193,84.845154,0.173775,0.173775,,,,,,
Data,11/21/2023,16:05:42;179,120,0,118.010315,84.845154,0.173775,0.173775,,,,,,
Data,11/21/2023,16:05:42;189,120,0,117.68576,84.845154,0.173775,0.173775,,,,,,
Data,11/21/2023,16:05:42;199,120,0,117.861221,84.843262,0.174215,0.174215,,,,,,
Data,11/21/2023,16:05:42;209,120,0,118.218719,84.843262,0.174215,0.174215,,,,,,
Data,11/21/2023,16:05:42;219,120,0,118.559792,84.843262,0.174215,0.174215,,,,,,
Data,11/21/2023,16:05:42;229,120,0,118.905861,84.843262,0.174215,0.174215,,,,,,
Data,11/21/2023,16:05:42;239,120,0,119.236031,84.843262,0.174215,0.174215,,,,,,
Data,11/21/2023,16:05:42;249,120,0,119.611282,84.843262,0.174215,0.174215,,,,,,
Data,11/21/2023,16:05:42;259,120,0,119.890663,84.843262,0.174215,0.174215,,,,,,
Data,11/21/2023,16:05:42;269,120,0,120.214951,84.843262,0.174215,0.174215,,,,,,
Data,11/21/2023,16:05:42;279,120,0,120.209496,84.843262,0.174215,0.174215,,,,,,
Data,11/21/2023,16:05:42;289,120,0,120.087471,84.843262,0.174215,0.174215,,,,,,
Data,11/21/2023,16:05:42;299,120,0,119.960236,84.844788,0.167439,0.167439,,,,,,
Data,11/21/2023,16:05:42;309,120,0,119.852936,84.844788,0.167439,0.167439,,,,,,
Data,11/21/2023,16:05:42;319,120,0,119.74025,84.844788,0.167439,0.167439,,,,,,
Data,11/21/2023,16:05:42;329,120,0,119.6259,84.844788,0.167439,0.167439,,,,,,
Data,11/21/2023,16:05:42;339,120,0,119.516815,84.844788,0.167439,0.167439,,,,,,
Data,11/21/2023,16:05:42;349,120,0,119.392838,84.844788,0.167439,0.167439,,,,,,
Data,11/21/2023,16:05:42;359,120,0,119.502525,84.844788,0.167439,0.167439,,,,,,
Data,11/21/2023,16:05:42;369,120,0,119.675064,84.844788,0.167439,0.167439,,,,,,
Data,11/21/2023,16:05:42;379,120,0,119.839653,84.844788,0.167439,0.167439,,,,,,
Data,11/21/2023,16:05:42;389,120,0,120.00666,84.844788,0.167439,0.167439,,,,,,
Data,11/21/2023,16:05:42;399,120,0,120.180817,84.847351,0.165647,0.165647,,,,,,
Data,11/21/2023,16:05:42;409,120,0,120.327682,84.847351,0.165647,0.165647,,,,,,
Data,11/21/2023,16:05:42;419,120,0,120.481926,84.847351,0.165647,0.165647,,,,,,
Data,11/21/2023,16:05:42;429,120,0,120.638435,84.847351,0.165647,0.165647,,,,,,
Data,11/21/2023,16:05:42;439,120,0,120.469154,84.847351,0.165647,0.165647,,,,,,
Data,11/21/2023,16:05:42;449,120,0,120.162132,84.847351,0.165647,0.165647,,,,,,
Data,11/21/2023,16:05:42;459,120,0,119.903221,84.847351,0.165647,0.165647,,,,,,
Data,11/21/2023,16:05:42;469,120,0,119.622864,84.847351,0.165647,0.165647,,,,,,
Data,11/21/2023,16:05:42;479,120,0,119.355392,84.847351,0.165647,0.165647,,,,,,
Data,11/21/2023,16:05:42;489,120,0,119.084007,84.847351,0.165647,0.165647,,,,,,
Data,11/21/2023,16:05:42;499,120,0,118.817055,84.856323,0.161765,0.161765,,,,,,
Data,11/21/2023,16:05:42;509,120,0,118.56237,84.856323,0.161765,0.161765,,,,,,
Data,11/21/2023,16:05:42;519,120,0,118.815552,84.856323,0.161765,0.161765,,,,,,
Data,11/21/2023,16:05:42;529,120,0,119.258835,84.856323,0.161765,0.161765,,,,,,
Data,11/21/2023,16:05:42;539,120,0,119.681763,84.856323,0.161765,0.161765,,,,,,
Data,11/21/2023,16:05:42;549,120,0,120.136642,84.856323,0.161765,0.161765,,,,,,
Data,11/21/2023,16:05:42;559,120,0,120.520256,84.856323,0.161765,0.161765,,,,,,
Data,11/21/2023,16:05:42;569,120,0,120.935638,84.856323,0.161765,0.161765,,,,,,
Data,11/21/2023,16:05:42;579,120,0,121.331947,84.856323,0.161765,0.161765,,,,,,
Data,11/21/2023,16:05:42;589,120,0,121.734047,84.856323,0.161765,0.161765,,,,,,
Data,11/21/2023,16:05:42;599,120,0,121.735443,84.848114,0.164631,0.164631,,,,,,
Data,11/21/2023,16:05:42;609,120,0,121.605217,84.848114,0.164631,0.164631,,,,,,
Data,11/21/2023,16:05:42;619,120,0,121.477066,84.848114,0.164631,0.164631,,,,,,
Data,11/21/2023,16:05:42;629,120,0,121.350945,84.848114,0.164631,0.164631,,,,,,
Data,11/21/2023,16:05:42;639,120,0,121.222984,84.848114,0.164631,0.164631,,,,,,
Data,11/21/2023,16:05:42;649,120,0,121.100914,84.848114,0.164631,0.164631,,,,,,
Data,11/21/2023,16:05:42;659,120,0,120.977043,84.848114,0.164631,0.164631,,,,,,
Data,11/21/2023,16:05:42;669,120,0,120.858864,84.848114,0.164631,0.164631,,,,,,
Data,11/21/2023,16:05:42;679,120,0,120.825218,84.848114,0.164631,0.164631,,,,,,
Data,11/21/2023,16:05:42;689,120,0,120.826683,84.848114,0.164631,0.164631,,,,,,
Data,11/21/2023,16:05:42;699,120,0,120.828194,84.853333,0.169669,0.169669,,,,,,
Data,11/21/2023,16:05:42;709,120,0,120.829659,84.853333,0.169669,0.169669,,,,,,
Data,11/21/2023,16:05:42;719,120,0,120.831169,84.853333,0.169669,0.169669,,,,,,
Data,11/21/2023,16:05:42;729,120,0,120.832634,84.853333,0.169669,0.169669,,,,,,
Data,11/21/2023,16:05:42;739,120,0,120.834145,84.853333,0.169669,0.169669,,,,,,
Data,11/21/2023,16:05:42;749,120,0,120.835564,84.853333,0.169669,0.169669,,,,,,
Data,11/21/2023,16:05:42;759,120,0,120.694687,84.853333,0.169669,0.169669,,,,,,
Data,11/21/2023,16:05:42;769,120,0,120.505165,84.853333,0.169669,0.169669,,,,,,
Data,11/21/2023,16:05:42;779,120,0,120.312866,84.853333,0.169669,0.169669,,,,,,
Data,11/21/2023,16:05:42;789,120,0,120.129395,84.853333,0.169669,0.169669,,,,,,
Data,11/21/2023,16:05:42;799,120,0,119.943245,84.861359,0.174472,0.174472,,,,,,
Data,11/21/2023,16:05:42;809,120,0,119.76564,84.861359,0.174472,0.174472,,,,,,
Data,11/21/2023,16:05:42;819,120,0,119.585457,84.861359,0.174472,0.174472,,,,,,
Data,11/21/2023,16:05:42;829,120,0,119.413536,84.861359,0.174472,0.174472,,,,,,
Data,11/21/2023,16:05:42;839,120,0,119.515266,84.861359,0.174472,0.174472,,,,,,
Data,11/21/2023,16:05:42;849,120,0,119.719719,84.861359,0.174472,0.174472,,,,,,
Data,11/21/2023,16:05:42;859,120,0,119.927162,84.861359,0.174472,0.174472,,,,,,
Data,11/21/2023,16:05:42;869,120,0,120.125076,84.861359,0.174472,0.174472,,,,,,
Data,11/21/2023,16:05:42;879,120,0,120.32589,84.861359,0.174472,0.174472,,,,,,
Data,11/21/2023,16:05:42;889,120,0,120.517471,84.861359,0.174472,0.174472,,,,,,
Data,11/21/2023,16:05:42;899,120,0,120.706017,84.862,0.173617,0.173617,,,,,,
Data,11/21/2023,16:05:42;909,120,0,120.897324,84.862,0.173617,0.173617,,,,,,
Data,11/21/2023,16:05:42;919,120,0,120.786018,84.862,0.173617,0.173617,,,,,,
Data,11/21/2023,16:05:42;929,120,0,120.5644,84.862,0.173617,0.173617,,,,,,
Data,11/21/2023,16:05:42;939,120,0,120.352959,84.862,0.173617,0.173617,,,,,,
Data,11/21/2023,16:05:42;949,120,0,120.138412,84.862,0.173617,0.173617,,,,,,
Data,11/21/2023,16:05:42;959,120,0,119.933731,84.862,0.173617,0.173617,,,,,,
Data,11/21/2023,16:05:42;969,120,0,119.726059,84.862,0.173617,0.173617,,,,,,
Data,11/21/2023,16:05:42;979,120,0,119.527924,84.862,0.173617,0.173617,,,,,,
Data,11/21/2023,16:05:42;989,120,0,119.326904,84.862,0.173617,0.173617,,,,,,
Data,11/21/2023,16:05:42;999,120,0,119.478836,84.861938,0.172105,0.172105,,,,,,
Data,11/21/2023,16:05:43;009,120,0,119.760155,84.861938,0.172105,0.172105,,,,,,
Data,11/21/2023,16:05:43;019,120,0,120.028549,84.861938,0.172105,0.172105,,,,,,
Data,11/21/2023,16:05:43;029,120,0,120.30088,84.861938,0.172105,0.172105,,,,,,
Data,11/21/2023,16:05:43;039,120,0,120.560699,84.861938,0.172105,0.172105,,,,,,
Data,11/21/2023,16:05:43;049,120,0,120.82431,84.861938,0.172105,0.172105,,,,,,
Data,11/21/2023,16:05:43;059,120,0,121.075813,84.861938,0.172105,0.172105,,,,,,
Data,11/21/2023,16:05:43;069,120,0,121.323349,84.861938,0.172105,0.172105,,,,,,
Data,11/21/2023,16:05:43;079,120,0,121.216789,84.861938,0.172105,0.172105,,,,,,
Data,11/21/2023,16:05:43;089,120,0,120.976067,84.861938,0.172105,0.172105,,,,,,
Data,11/21/2023,16:05:43;099,120,0,120.731857,84.868439,0.166227,0.166227,,,,,,
Data,11/21/2023,16:05:43;109,120,0,120.498871,84.868439,0.166227,0.166227,,,,,,
Data,11/21/2023,16:05:43;119,120,0,120.262466,84.868439,0.166227,0.166227,,,,,,
Data,11/21/2023,16:05:43;129,120,0,120.036911,84.868439,0.166227,0.166227,,,,,,
Data,11/21/2023,16:05:43;139,120,0,119.808075,84.868439,0.166227,0.166227,,,,,,
Data,11/21/2023,16:05:43;149,120,0,119.589745,84.868439,0.166227,0.166227,,,,,,
Data,11/21/2023,16:05:43;159,120,0,119.720871,84.868439,0.166227,0.166227,,,,,,
Data,11/21/2023,16:05:43;169,120,0,119.983101,84.868439,0.166227,0.166227,,,,,,
Data,11/21/2023,16:05:43;179,120,0,120.249176,84.868439,0.166227,0.166227,,,,,,
Data,11/21/2023,16:05:43;189,120,0,120.503029,84.868439,0.166227,0.166227,,,,,,
Data,11/21/2023,16:05:43;199,120,0,120.76059,84.868378,0.157351,0.157351,,,,,,
Data,11/21/2023,16:05:43;209,120,0,121.006317,84.868378,0.157351,0.157351,,,,,,
Data,11/21/2023,16:05:43;219,120,0,121.25563,84.868378,0.157351,0.157351,,,,,,
Data,11/21/2023,16:05:43;229,120,0,121.493515,84.868378,0.157351,0.157351,,,,,,
Data,11/21/2023,16:05:43;239,120,0,121.373131,84.868378,0.157351,0.157351,,,,,,
Data,11/21/2023,16:05:43;249,120,0,121.109673,84.868378,0.157351,0.157351,,,,,,
Data,11/21/2023,16:05:43;259,120,0,120.858322,84.868378,0.157351,0.157351,,,,,,
Data,11/21/2023,16:05:43;269,120,0,120.610985,84.868378,0.157351,0.157351,,,,,,
Data,11/21/2023,16:05:43;279,120,0,120.360031,84.868378,0.157351,0.157351,,,,,,
Data,11/21/2023,16:05:43;289,120,0,120.120583,84.868378,0.157351,0.157351,,,,,,
Data,11/21/2023,16:05:43;299,120,0,119.877632,84.873657,0.148721,0.148721,,,,,,
Data,11/21/2023,16:05:43;309,120,0,119.645851,84.873657,0.148721,0.148721,,,,,,
Data,11/21/2023,16:05:43;319,120,0,119.682915,84.873657,0.148721,0.148721,,,,,,
Data,11/21/2023,16:05:43;329,120,0,119.824142,84.873657,0.148721,0.148721,,,,,,
Data,11/21/2023,16:05:43;339,120,0,119.967438,84.873657,0.148721,0.148721,,,,,,
Data,11/21/2023,16:05:43;349,120,0,120.104149,84.873657,0.148721,0.148721,,,,,,
Data,11/21/2023,16:05:43;359,120,0,120.242859,84.873657,0.148721,0.148721,,,,,,
Data,11/21/2023,16:05:43;369,120,0,120.375191,84.873657,0.148721,0.148721,,,,,,
Data,11/21/2023,16:05:43;379,120,0,120.509468,84.873657,0.148721,0.148721,,,,,,
Data,11/21/2023,16:05:43;389,120,0,120.637573,84.873657,0.148721,0.148721,,,,,,
Data,11/21/2023,16:05:43;399,120,0,120.475021,84.881927,0.149528,0.149528,,,,,,
Data,11/21/2023,16:05:43;409,120,0,120.255989,84.881927,0.149528,0.149528,,,,,,
Data,11/21/2023,16:05:43;419,120,0,120.025948,84.881927,0.149528,0.149528,,,,,,
Data,11/21/2023,16:05:43;429,120,0,119.792526,84.881927,0.149528,0.149528,,,,,,
Data,11/21/2023,16:05:43;439,120,0,119.569839,84.881927,0.149528,0.149528,,,,,,
Data,11/21/2023,16:05:43;449,120,0,119.343895,84.881927,0.149528,0.149528,,,,,,
Data,11/21/2023,16:05:43;459,120,0,119.128334,84.881927,0.149528,0.149528,,,,,,
Data,11/21/2023,16:05:43;469,120,0,118.909607,84.881927,0.149528,0.149528,,,,,,
Data,11/21/2023,16:05:43;479,120,0,118.994576,84.881927,0.149528,0.149528,,,,,,
Data,11/21/2023,16:05:43;489,120,0,119.189415,84.881927,0.149528,0.149528,,,,,,
Data,11/21/2023,16:05:43;499,120,0,119.404076,84.878845,0.149865,0.149865,,,,,,
Data,11/21/2023,16:05:43;509,120,0,119.563896,84.878845,0.149865,0.149865,,,,,,
Data,11/21/2023,16:05:43;519,120,0,119.743835,84.878845,0.149865,0.149865,,,,,,
Data,11/21/2023,16:05:43;529,120,0,119.926414,84.878845,0.149865,0.149865,,,,,,
Data,11/21/2023,16:05:43;539,120,0,120.100594,84.878845,0.149865,0.149865,,,,,,
Data,11/21/2023,16:05:43;549,120,0,120.293251,84.878845,0.149865,0.149865,,,,,,
Data,11/21/2023,16:05:43;559,120,0,120.260002,84.878845,0.149865,0.149865,,,,,,
Data,11/21/2023,16:05:43;569,120,0,120.173615,84.878845,0.149865,0.149865,,,,,,
Data,11/21/2023,16:05:43;579,120,0,120.091209,84.878845,0.149865,0.149865,,,,,,
Data,11/21/2023,16:05:43;589,120,0,120.007599,84.878845,0.149865,0.149865,,,,,,
Data,11/21/2023,16:05:43;599,120,0,119.917931,84.883759,0.152329,0.152329,,,,,,
Data,11/21/2023,16:05:43;609,120,0,119.84687,84.883759,0.152329,0.152329,,,,,,
Data,11/21/2023,16:05:43;619,120,0,119.769638,84.883759,0.152329,0.152329,,,,,,
Data,11/21/2023,16:05:43;629,120,0,119.691277,84.883759,0.152329,0.152329,,,,,,
Data,11/21/2023,16:05:43;639,120,0,119.80265,84.883759,0.152329,0.152329,,,,,,
Data,11/21/2023,16:05:43;649,120,0,120.000893,84.883759,0.152329,0.152329,,,,,,
Data,11/21/2023,16:05:43;659,120,0,120.158012,84.883759,0.152329,0.152329,,,,,,
Data,11/21/2023,16:05:43;669,120,0,120.334053,84.883759,0.152329,0.152329,,,,,,
Data,11/21/2023,16:05:43;679,120,0,120.502007,84.883759,0.152329,0.152329,,,,,,
Data,11/21/2023,16:05:43;689,120,0,120.672424,84.883759,0.152329,0.152329,,,,,,
Data,11/21/2023,16:05:43;699,120,0,120.845055,84.886505,0.152318,0.152318,,,,,,
Data,11/21/2023,16:05:43;709,120,0,120.999954,84.886505,0.152318,0.152318,,,,,,
Data,11/21/2023,16:05:43;719,120,0,120.846947,84.886505,0.152318,0.152318,,,,,,
Data,11/21/2023,16:05:43;729,120,0,120.576874,84.886505,0.152318,0.152318,,,,,,
Data,11/21/2023,16:05:43;739,120,0,120.319206,84.886505,0.152318,0.152318,,,,,,
Data,11/21/2023,16:05:43;749,120,0,120.049904,84.886505,0.152318,0.152318,,,,,,
Data,11/21/2023,16:05:43;759,120,0,119.808342,84.886505,0.152318,0.152318,,,,,,
Data,11/21/2023,16:05:43;769,120,0,119.555252,84.886505,0.152318,0.152318,,,,,,
Data,11/21/2023,16:05:43;779,120,0,119.313797,84.886505,0.152318,0.152318,,,,,,
Data,11/21/2023,16:05:43;789,120,0,119.068817,84.886505,0.152318,0.152318,,,,,,
Data,11/21/2023,16:05:43;799,120,0,119.248711,84.884216,0.15638,0.15638,,,,,,
Data,11/21/2023,16:05:43;809,120,0,119.539185,84.884216,0.15638,0.15638,,,,,,
Data,11/21/2023,16:05:43;819,120,0,119.834343,84.884216,0.15638,0.15638,,,,,,
Data,11/21/2023,16:05:43;829,120,0,120.13382,84.884216,0.15638,0.15638,,,,,,
Data,11/21/2023,16:05:43;839,120,0,120.41954,84.884216,0.15638,0.15638,,,,,,
Data,11/21/2023,16:05:43;849,120,0,120.718155,84.884216,0.15638,0.15638,,,,,,
Data,11/21/2023,16:05:43;859,120,0,120.986031,84.884216,0.15638,0.15638,,,,,,
Data,11/21/2023,16:05:43;869,120,0,121.26667,84.884216,0.15638,0.15638,,,,,,
Data,11/21/2023,16:05:43;879,120,0,121.141472,84.884216,0.15638,0.15638,,,,,,
Data,11/21/2023,16:05:43;889,120,0,120.869072,84.884216,0.15638,0.15638,,,,,,
Data,11/21/2023,16:05:43;899,120,0,120.609192,84.89325,0.157678,0.157678,,,,,,
Data,11/21/2023,16:05:43;909,120,0,120.345497,84.89325,0.157678,0.157678,,,,,,
Data,11/21/2023,16:05:43;919,120,0,120.093918,84.89325,0.157678,0.157678,,,,,,
Data,11/21/2023,16:05:43;929,120,0,119.838684,84.89325,0.157678,0.157678,,,,,,
Data,11/21/2023,16:05:43;939,120,0,119.595154,84.89325,0.157678,0.157678,,,,,,
Data,11/21/2023,16:05:43;949,120,0,119.348076,84.89325,0.157678,0.157678,,,,,,
Data,11/21/2023,16:05:43;959,120,0,119.37281,84.89325,0.157678,0.157678,,,,,,
Data,11/21/2023,16:05:43;969,120,0,119.49427,84.89325,0.157678,0.157678,,,,,,
Data,11/21/2023,16:05:43;979,120,0,119.610146,84.89325,0.157678,0.157678,,,,,,
Data,11/21/2023,16:05:43;989,120,0,119.727715,84.89325,0.157678,0.157678,,,,,,
Data,11/21/2023,16:05:43;999,120,0,119.850311,84.897644,0.159073,0.159073,,,,,,
Data,11/21/2023,16:05:44;009,120,0,119.953697,84.897644,0.159073,0.159073,,,,,,
Data,11/21/2023,16:05:44;019,120,0,120.062286,84.897644,0.159073,0.159073,,,,,,
Data,11/21/2023,16:05:44;029,120,0,120.172455,84.897644,0.159073,0.159073,,,,,,
Data,11/21/2023,16:05:44;039,120,0,120.106407,84.897644,0.159073,0.159073,,,,,,
Data,11/21/2023,16:05:44;049,120,0,119.979996,84.897644,0.159073,0.159073,,,,,,
Data,11/21/2023,16:05:44;059,120,0,119.851746,84.897644,0.159073,0.159073,,,,,,
Data,11/21/2023,16:05:44;069,120,0,119.72937,84.897644,0.159073,0.159073,,,,,,
Data,11/21/2023,16:05:44;079,120,0,119.605217,84.897644,0.159073,0.159073,,,,,,
Data,11/21/2023,16:05:44;089,120,0,119.486763,84.897644,0.159073,0.159073,,,,,,
Data,11/21/2023,16:05:44;099,120,0,119.366577,84.890442,0.155069,0.155069,,,,,,
Data,11/21/2023,16:05:44;109,120,0,119.251923,84.890442,0.155069,0.155069,,,,,,
Data,11/21/2023,16:05:44;119,120,0,119.240753,84.890442,0.155069,0.155069,,,,,,
Data,11/21/2023,16:05:44;129,120,0,119.271019,84.890442,0.155069,0.155069,,,,,,
Data,11/21/2023,16:05:44;139,120,0,119.300804,84.890442,0.155069,0.155069,,,,,,
Data,11/21/2023,16:05:44;149,120,0,119.330116,84.890442,0.155069,0.155069,,,,,,
Data,11/21/2023,16:05:44;159,120,0,119.359856,84.890442,0.155069,0.155069,,,,,,
Data,11/21/2023,16:05:44;169,120,0,119.388237,84.890442,0.155069,0.155069,,,,,,
Data,11/21/2023,16:05:44;179,120,0,119.41703,84.890442,0.155069,0.155069,,,,,,
Data,11/21/2023,16:05:44;189,120,0,119.444496,84.890442,0.155069,0.155069,,,,,,
Data,11/21/2023,16:05:44;199,120,0,119.525314,84.897369,0.156334,0.156334,,,,,,
